"","student_id","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","final_result"
"136",305539,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"137",306107,NA,53,91,4,65,106,17,NA,21,35,36,51,11,2,24,23,33,29,6,13,18,30,13,59,16,24,28,19,15,56,51,19,4,2,NA,13,NA,NA,NA,"Pass"
"138",306466,155,202,7,NA,10,20,63,93,7,3,24,20,NA,6,41,24,32,11,11,23,10,17,28,25,39,5,20,2,70,12,16,129,27,61,5,NA,2,NA,NA,"Pass"
"139",306897,353,263,215,137,189,89,112,63,107,56,40,141,80,75,101,35,31,47,33,21,20,40,8,44,53,37,62,16,14,NA,53,88,28,10,12,35,25,7,2,"Pass"
"140",307061,88,25,92,42,39,27,30,58,21,3,4,1,4,2,44,10,10,105,9,1,5,NA,NA,34,53,7,9,7,16,137,33,39,5,23,48,34,12,3,1,"Pass"
"141",307866,51,96,105,141,57,18,18,71,70,38,11,69,51,37,16,NA,53,42,51,24,25,57,NA,NA,8,138,7,20,8,74,2,9,17,NA,23,67,NA,2,NA,"Pass"
"142",311917,181,114,184,62,56,10,41,103,128,84,61,74,22,54,52,35,100,99,49,22,47,28,24,28,29,54,94,52,16,19,4,23,30,41,86,113,NA,NA,11,"Pass"
"143",312537,672,1030,760,625,668,493,643,468,197,177,277,293,310,198,303,208,251,201,307,307,345,155,246,256,431,344,350,170,215,219,263,291,401,175,220,330,69,8,6,"Distinction"
"144",312782,50,4,3,51,15,12,NA,15,29,2,4,5,1,NA,9,21,NA,2,NA,3,NA,1,NA,3,2,NA,8,1,NA,3,28,4,NA,3,1,1,NA,NA,NA,"Pass"
"145",318933,199,122,65,39,NA,18,77,81,24,10,15,94,9,26,9,45,35,17,3,16,25,82,45,12,20,3,6,15,2,30,2,NA,54,NA,48,29,NA,4,NA,"Pass"
"146",319047,273,103,194,293,100,167,77,144,112,140,25,80,84,33,205,101,119,219,182,200,185,199,278,296,418,227,139,174,210,70,192,388,217,240,186,258,52,6,3,"Pass"
"147",321942,813,64,840,660,510,293,401,294,240,258,251,248,73,151,447,234,333,278,277,253,221,213,283,102,284,191,158,187,88,77,258,216,266,161,143,277,4,19,17,"Pass"
"148",324002,161,154,114,203,16,50,83,28,81,26,26,22,NA,46,64,44,38,96,24,24,33,62,29,46,91,3,12,20,53,42,45,41,6,21,22,75,NA,NA,NA,"Pass"
"149",324084,136,62,84,54,96,17,66,74,15,32,26,49,NA,67,42,102,30,71,68,42,66,53,95,95,27,81,94,81,29,47,NA,76,5,26,NA,51,NA,NA,2,"Pass"
"150",324282,33,NA,3,24,3,5,1,1,2,NA,5,1,NA,1,1,11,NA,6,NA,4,NA,NA,NA,NA,2,1,NA,NA,1,2,NA,19,2,NA,NA,2,NA,1,2,"Pass"
"151",331358,488,355,223,187,327,176,178,65,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"152",332789,197,39,58,3,75,70,119,75,58,1,NA,17,1,4,NA,18,69,45,24,20,NA,90,51,56,60,31,47,59,NA,27,13,17,86,83,83,33,NA,NA,26,"Pass"
"153",333059,1,9,7,28,NA,1,6,13,11,NA,NA,NA,NA,NA,NA,3,1,20,NA,1,NA,NA,4,NA,91,NA,9,9,NA,NA,NA,39,NA,NA,NA,48,NA,NA,NA,"Pass"
"154",333323,32,29,18,96,3,21,1,NA,46,NA,19,NA,NA,NA,NA,5,NA,25,NA,1,NA,NA,4,19,29,NA,1,NA,NA,3,1,140,NA,81,NA,56,4,14,NA,"Pass"
"155",334259,59,23,32,129,NA,16,6,NA,5,2,NA,1,NA,NA,NA,4,NA,25,NA,NA,2,NA,NA,NA,26,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"Fail"
"156",334333,130,31,15,62,7,7,32,1,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"157",335764,214,187,334,131,119,115,166,160,53,97,106,16,24,8,48,52,104,94,79,51,32,30,41,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"158",336207,26,144,135,135,71,33,49,57,26,47,27,39,NA,1,43,40,19,17,23,34,16,11,54,32,NA,29,37,30,21,NA,23,56,7,3,6,15,NA,6,4,"Pass"
"159",339972,30,57,NA,28,NA,2,NA,6,6,NA,NA,1,NA,11,NA,15,27,35,NA,NA,NA,1,NA,5,60,NA,NA,1,NA,1,5,30,10,NA,1,NA,NA,NA,1,"Pass"
"160",341872,NA,NA,NA,NA,NA,NA,NA,NA,13,17,6,12,NA,NA,NA,2,12,5,1,NA,NA,3,8,3,NA,4,NA,NA,23,26,34,27,NA,5,NA,NA,NA,NA,NA,"Fail"
"161",342007,65,147,142,229,143,53,58,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"162",342514,289,38,115,87,57,6,73,59,149,67,14,20,NA,NA,3,90,14,24,6,139,62,NA,6,16,46,101,88,136,40,9,1,72,112,1,NA,9,NA,NA,1,"Pass"
"163",342972,159,45,66,24,27,63,47,5,38,12,7,11,NA,2,2,36,29,17,1,NA,3,13,43,14,11,2,36,11,8,17,10,4,47,10,2,15,1,NA,NA,"Pass"
"164",343446,134,195,163,221,181,125,154,188,52,181,201,101,86,41,163,117,148,151,204,44,48,29,28,35,53,72,44,NA,9,24,37,26,30,128,27,155,26,10,13,"Pass"
"165",344282,NA,13,10,5,NA,NA,3,1,3,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,NA,NA,3,5,4,NA,NA,3,NA,NA,NA,"Fail"
"166",345068,3,5,4,93,NA,NA,NA,NA,3,74,NA,NA,NA,NA,32,58,4,75,1,NA,NA,19,9,7,71,2,NA,1,7,4,15,54,NA,NA,NA,6,NA,NA,NA,"Pass"
"167",345357,161,122,104,46,30,57,116,34,44,43,71,90,NA,66,57,46,67,42,58,59,63,72,76,27,120,24,61,27,NA,23,26,32,NA,163,110,63,4,6,9,"Distinction"
"168",346025,13,5,64,62,28,9,15,53,28,2,3,1,1,1,NA,1,58,17,20,13,NA,10,30,32,25,7,3,1,1,6,NA,3,2,1,31,17,5,NA,1,"Pass"
"169",346843,NA,NA,30,NA,76,NA,22,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fail"
"170",350188,26,34,27,89,NA,64,17,27,18,NA,3,NA,NA,18,11,23,35,40,7,NA,1,NA,2,46,26,NA,4,31,NA,7,63,22,6,7,NA,75,9,NA,23,"Pass"
"171",354858,144,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"172",357668,NA,20,NA,21,2,5,1,3,36,NA,NA,NA,1,NA,NA,NA,4,60,1,1,NA,NA,4,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fail"
"173",364177,35,91,25,46,12,NA,74,NA,8,13,19,55,NA,NA,NA,2,29,63,3,NA,NA,82,15,47,86,37,NA,23,NA,6,13,37,NA,NA,NA,NA,NA,NA,NA,"Fail"
"174",365244,111,130,109,36,21,NA,19,30,45,5,NA,NA,NA,NA,1,14,39,58,6,4,NA,NA,10,43,46,3,NA,NA,NA,8,35,21,10,2,35,49,NA,1,NA,"Pass"
"175",365642,203,143,134,87,NA,83,68,104,116,22,34,24,1,17,76,77,45,49,18,22,94,37,86,92,30,22,47,16,6,19,20,62,59,48,73,77,6,5,7,"Pass"
"176",366483,95,50,114,72,37,50,39,59,27,54,26,15,NA,17,88,68,70,31,37,44,56,33,62,44,24,55,54,49,NA,40,2,36,3,1,2,11,NA,NA,NA,"Pass"
"177",368194,77,NA,NA,37,NA,NA,3,NA,26,17,37,4,NA,NA,NA,NA,6,53,7,10,NA,NA,NA,NA,3,NA,38,NA,NA,24,10,29,NA,4,7,45,NA,NA,NA,"Pass"
"178",368824,53,NA,19,NA,NA,NA,NA,4,9,NA,23,NA,NA,NA,NA,NA,5,NA,3,NA,NA,36,NA,3,NA,12,26,NA,20,NA,6,NA,NA,20,36,11,6,NA,NA,"Fail"
"179",368963,43,81,127,1,48,36,29,14,14,23,24,22,34,NA,23,5,20,15,1,NA,17,NA,30,NA,9,NA,NA,20,9,2,8,NA,21,NA,1,NA,NA,NA,NA,"Pass"
"180",376439,374,144,204,126,44,27,35,33,63,25,53,26,17,NA,4,16,18,37,19,8,80,75,13,31,62,57,26,31,86,54,77,80,108,75,72,120,22,NA,NA,"Distinction"
"181",376581,NA,38,68,304,NA,104,87,44,15,82,41,10,NA,43,35,83,67,127,26,89,10,83,60,66,52,66,63,4,64,145,76,68,241,11,36,25,NA,NA,NA,"Pass"
"182",380953,75,79,74,34,81,57,50,19,71,3,NA,NA,NA,NA,75,12,18,33,4,2,17,4,13,65,57,NA,6,31,3,12,9,69,32,50,NA,6,1,NA,NA,"Pass"
"183",383254,6,41,19,46,28,18,31,9,10,29,29,13,NA,1,1,16,1,8,7,3,3,NA,1,9,25,26,33,61,10,NA,NA,35,NA,NA,24,NA,NA,NA,NA,"Pass"
"184",386924,NA,6,7,16,16,2,6,5,1,5,NA,NA,1,4,8,12,9,7,NA,NA,NA,NA,3,24,NA,NA,NA,NA,NA,4,6,20,NA,2,NA,NA,NA,NA,NA,"Pass"
"185",386952,151,95,14,62,4,58,38,23,47,10,2,23,20,4,8,4,21,36,6,16,17,32,6,4,2,76,12,9,4,10,13,27,15,5,4,25,4,1,2,"Pass"
"186",388722,63,36,73,93,31,25,26,8,26,3,1,2,NA,NA,NA,1,12,1,11,16,NA,10,53,12,37,1,NA,NA,NA,6,24,3,NA,1,12,76,8,NA,NA,"Pass"
"187",388885,122,35,25,70,25,30,18,25,41,9,2,NA,NA,NA,NA,11,NA,70,2,9,7,NA,NA,43,NA,NA,1,NA,NA,NA,56,47,24,58,94,51,NA,NA,NA,"Pass"
"188",390890,45,89,101,68,23,27,1,NA,26,27,8,NA,NA,4,12,7,NA,85,NA,5,NA,4,NA,NA,2,84,NA,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"189",392756,32,2,11,109,7,2,3,NA,11,4,1,26,NA,NA,3,NA,12,22,6,17,NA,14,3,NA,50,8,1,NA,NA,NA,NA,7,NA,1,3,8,NA,NA,NA,"Fail"
"190",392931,68,78,123,15,152,57,85,5,110,18,50,29,NA,11,42,68,34,95,56,57,34,43,21,143,106,72,38,27,53,80,58,77,284,269,229,256,38,18,4,"Pass"
"191",393207,22,61,91,64,NA,3,10,1,104,1,3,NA,NA,NA,8,NA,30,32,1,6,NA,2,13,3,68,NA,6,2,16,53,56,24,62,1,NA,133,NA,NA,NA,"Pass"
"192",396872,26,22,6,122,8,59,56,111,28,NA,NA,NA,NA,7,NA,1,NA,5,106,9,4,1,NA,42,16,106,28,1,NA,4,20,124,48,9,NA,27,NA,NA,NA,"Pass"
"193",398552,12,42,135,35,NA,126,44,48,43,2,37,44,50,8,56,4,7,28,5,11,101,54,72,49,12,50,93,NA,NA,1,1,5,2,2,2,NA,NA,1,1,"Fail"
"194",401869,131,61,37,220,12,75,32,17,26,11,3,3,NA,14,13,12,17,26,40,1,28,2,NA,4,3,39,1,NA,NA,NA,31,17,18,17,6,19,10,9,NA,"Pass"
"195",402470,164,157,58,168,45,59,53,8,188,53,30,4,48,18,16,13,52,87,17,9,15,4,7,65,41,1,NA,NA,NA,1,38,7,1,NA,2,15,NA,NA,1,"Pass"
"196",404804,161,25,NA,154,35,NA,NA,NA,55,7,NA,NA,NA,NA,3,NA,15,24,8,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,16,NA,NA,NA,"Pass"
"197",405088,200,NA,93,73,NA,23,11,35,76,NA,2,7,NA,NA,34,40,1,5,102,NA,10,1,NA,1,75,NA,5,19,NA,65,21,78,11,52,269,76,3,NA,NA,"Pass"
"198",414117,31,NA,63,136,4,7,NA,13,48,12,26,1,2,NA,3,5,7,10,46,1,2,2,1,4,112,6,24,5,NA,15,7,7,142,9,22,33,1,NA,NA,"Pass"
"199",415969,337,142,154,324,44,10,4,5,NA,112,14,NA,NA,13,42,23,59,NA,66,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"200",420087,NA,6,NA,102,NA,NA,NA,NA,126,2,5,NA,NA,NA,NA,NA,NA,56,21,1,8,2,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fail"
"201",429958,NA,14,5,66,NA,NA,NA,5,33,NA,NA,NA,NA,NA,3,NA,3,103,NA,NA,NA,1,67,NA,31,NA,NA,NA,NA,NA,15,44,NA,20,NA,1,NA,NA,NA,"Pass"
"202",441018,114,13,6,99,10,NA,NA,19,9,3,NA,NA,NA,2,NA,NA,29,39,NA,3,1,35,1,1,39,NA,NA,6,41,19,12,34,10,16,81,4,NA,NA,NA,"Pass"
"203",441888,9,64,2,85,NA,NA,NA,NA,60,1,NA,NA,NA,NA,NA,9,22,44,2,4,NA,NA,NA,NA,70,7,2,NA,NA,NA,26,22,3,5,5,297,NA,NA,NA,"Pass"
"204",442442,112,67,154,191,29,66,28,13,137,18,22,45,NA,16,16,42,8,6,9,NA,NA,NA,NA,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"205",444677,48,31,66,116,15,38,64,51,36,16,46,61,13,18,29,17,23,26,17,71,22,56,39,8,19,85,19,74,21,36,2,12,33,1,NA,6,2,3,1,"Distinction"
"206",470588,47,6,3,230,15,30,64,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"207",489455,441,158,71,110,30,99,58,35,61,NA,31,43,33,19,49,39,5,70,107,40,16,76,57,53,108,19,25,52,81,109,131,86,148,108,67,177,12,8,NA,"Pass"
"208",494424,15,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fail"
"209",495284,NA,84,78,125,24,38,38,47,89,19,3,1,NA,27,66,24,39,6,3,23,1,29,25,2,1,18,25,NA,7,2,NA,34,NA,2,1,19,NA,NA,1,"Pass"
"210",498857,47,125,43,48,36,49,42,7,51,26,36,24,NA,21,23,5,10,21,17,10,3,22,2,19,40,4,6,NA,36,NA,7,148,44,5,17,4,NA,NA,NA,"Pass"
"211",508818,64,107,50,350,2,15,NA,16,126,1,NA,2,NA,NA,2,18,NA,61,1,4,4,NA,11,NA,137,NA,2,NA,NA,3,3,26,NA,11,NA,113,NA,NA,NA,"Pass"
"212",512460,19,47,NA,26,12,43,46,34,26,8,20,NA,NA,18,37,4,12,NA,NA,7,NA,NA,NA,35,26,NA,3,1,NA,53,15,10,18,NA,1,NA,NA,NA,NA,"Pass"
"213",544103,288,152,246,306,53,38,84,54,87,9,36,31,16,NA,1,72,81,90,33,6,20,NA,1,84,43,20,8,79,1,1,55,121,5,NA,42,164,NA,NA,1,"Pass"
"214",550383,105,93,101,91,42,67,17,9,10,22,21,76,NA,NA,NA,55,4,5,NA,93,18,32,NA,NA,1,2,NA,17,10,NA,NA,NA,16,1,NA,2,NA,NA,NA,"Pass"
"215",564450,32,NA,NA,43,NA,1,NA,13,NA,NA,NA,NA,2,NA,NA,7,6,2,NA,2,NA,NA,NA,3,7,1,1,NA,NA,NA,9,37,3,1,48,4,1,1,NA,"Fail"
"216",568601,NA,NA,72,119,26,9,30,86,22,7,NA,NA,NA,NA,1,NA,NA,17,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"217",572652,2,91,NA,57,9,NA,91,8,10,1,NA,4,NA,NA,7,10,1,NA,NA,NA,NA,11,NA,36,23,NA,NA,NA,NA,1,3,50,44,1,14,306,NA,NA,NA,"Pass"
"218",580389,106,291,93,121,3,NA,56,57,85,9,2,19,NA,NA,29,3,9,66,NA,NA,NA,NA,3,NA,NA,60,NA,4,NA,NA,1,88,NA,69,58,39,NA,NA,NA,"Pass"
"219",581129,NA,NA,14,74,NA,NA,1,NA,13,3,NA,NA,NA,NA,NA,2,7,NA,NA,1,NA,32,NA,NA,4,13,NA,NA,9,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,"Fail"
"220",588775,108,413,364,129,216,237,242,236,123,215,105,150,53,70,247,161,161,154,138,132,66,264,204,127,242,247,126,119,105,181,244,247,338,205,288,348,50,5,7,"Pass"
"221",591774,60,32,49,31,54,47,NA,82,16,NA,NA,NA,NA,1,10,NA,14,NA,28,NA,54,52,NA,4,NA,1,16,NA,NA,NA,14,16,NA,NA,NA,18,NA,6,NA,"Pass"
"222",603861,37,10,73,87,48,64,18,13,53,1,NA,13,NA,NA,4,68,22,34,58,57,19,71,52,15,47,12,25,34,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"223",606143,74,12,71,100,20,29,16,6,38,1,12,5,NA,NA,17,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fail"
"224",704156,103,128,227,165,67,205,60,61,47,108,131,28,72,14,86,54,9,9,41,41,58,54,41,32,65,76,40,NA,296,46,43,8,55,234,132,199,29,NA,NA,"Pass"
"225",705379,450,187,110,147,26,126,169,94,91,51,96,97,16,174,100,161,223,89,105,114,50,119,113,157,154,307,208,169,172,191,154,167,365,113,263,261,81,5,5,"Distinction"
"226",721259,466,195,266,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"227",749412,321,248,299,294,102,117,136,81,118,87,50,180,29,48,51,36,132,82,111,99,121,38,76,40,NA,101,33,115,51,159,145,122,78,72,160,69,NA,3,3,"Pass"
"228",760729,438,403,100,371,391,166,143,244,276,223,217,273,83,92,286,150,204,252,254,202,143,207,140,187,209,202,125,195,132,78,149,143,224,125,93,96,48,12,12,"Distinction"
"229",905042,278,259,73,49,34,59,154,239,113,11,19,9,NA,30,75,26,103,65,39,6,NA,46,31,71,103,18,34,43,33,76,94,136,105,85,237,235,16,NA,NA,"Pass"
"230",949618,122,90,97,46,42,10,77,63,13,13,29,NA,47,8,44,63,61,48,24,25,10,8,40,46,52,15,17,NA,18,51,33,10,35,14,NA,47,36,1,2,"Pass"
"231",958987,28,36,21,67,18,67,18,3,53,33,17,13,4,40,101,38,3,74,26,27,22,1,25,9,88,15,38,9,7,23,70,94,NA,5,24,86,8,5,NA,"Pass"
"232",968578,43,15,6,30,76,21,27,47,37,19,NA,NA,NA,NA,9,37,23,63,24,NA,41,3,24,33,39,58,13,28,5,8,5,73,NA,12,4,42,NA,5,NA,"Pass"
"233",969076,40,171,177,152,61,138,112,89,92,80,102,67,53,74,69,26,16,48,29,55,35,50,92,25,77,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"234",971027,220,128,172,125,152,120,80,67,58,26,63,7,16,39,48,76,45,85,56,109,60,98,69,77,53,43,111,49,33,24,69,53,52,185,117,294,NA,19,NA,"Pass"
"235",978739,489,75,574,329,309,42,238,359,159,106,86,239,104,94,81,NA,318,164,197,82,77,41,14,214,138,319,64,89,32,NA,151,249,41,204,91,142,67,4,6,"Pass"
"236",1035023,88,47,69,131,59,65,63,45,34,33,50,49,7,57,53,34,40,43,50,51,49,43,29,141,69,73,73,88,28,21,48,35,29,10,26,63,3,NA,NA,"Pass"
"237",1105478,181,99,162,78,55,92,211,60,36,38,13,1,47,3,21,11,15,26,17,39,8,71,86,71,42,11,17,5,3,3,6,10,5,56,13,75,5,3,NA,"Pass"
"238",1352868,35,NA,175,170,NA,NA,NA,6,40,74,22,18,NA,NA,NA,3,NA,4,16,17,NA,4,NA,NA,NA,22,3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Withdrawn"
"239",1401935,57,68,20,25,1,4,10,15,NA,15,4,NA,2,NA,5,NA,11,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fail"
"240",1402638,102,118,41,43,75,67,NA,40,NA,NA,36,4,9,NA,37,12,11,5,45,16,4,NA,14,2,NA,54,40,33,7,4,33,21,5,17,NA,14,1,NA,NA,"Pass"
"241",1414443,43,159,72,146,266,109,59,25,2,1,1,141,43,121,1,50,8,5,179,NA,108,NA,19,NA,27,69,NA,60,NA,20,160,13,NA,NA,NA,NA,NA,NA,NA,"Fail"
"242",1456619,150,88,78,113,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"243",1465690,184,46,9,359,105,114,186,177,124,29,55,7,5,56,91,34,54,60,120,175,NA,124,11,111,94,4,62,116,68,191,112,139,169,133,58,78,NA,NA,NA,"Pass"
"244",1472925,NA,NA,NA,NA,67,171,9,24,71,12,NA,NA,NA,NA,2,18,NA,23,127,NA,6,7,7,18,181,3,1,45,NA,NA,21,64,NA,NA,35,27,NA,NA,NA,"Fail"
"245",1488959,164,42,89,330,194,269,125,64,81,84,28,81,26,51,43,28,133,56,2,8,NA,77,36,321,168,183,35,137,66,43,125,70,60,146,72,56,NA,NA,NA,"Pass"
"246",1518989,100,443,157,220,231,28,188,95,264,118,9,76,26,74,NA,75,19,215,149,199,130,62,14,36,182,213,73,74,50,43,63,255,126,40,49,87,18,NA,1,"Pass"
"247",1618738,NA,16,247,2,10,NA,NA,NA,91,87,NA,NA,NA,96,NA,NA,NA,NA,53,NA,NA,NA,NA,46,NA,NA,NA,NA,39,NA,4,1,9,NA,NA,22,NA,NA,NA,"Pass"
"248",1620151,113,99,111,343,NA,1,1,92,14,5,12,NA,1,NA,1,3,8,13,106,70,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fail"
"249",1626710,741,242,313,247,199,175,135,240,66,190,109,144,157,109,228,102,174,70,97,268,167,164,124,188,38,204,109,138,107,86,75,155,141,22,71,171,38,18,3,"Distinction"
"250",1640609,490,219,361,232,100,124,122,93,132,122,95,202,100,84,183,108,126,140,176,152,98,127,137,93,103,145,51,60,30,87,77,160,142,99,95,164,24,6,2,"Pass"
"251",1686521,148,111,104,195,41,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"252",1729319,173,20,178,131,81,100,43,56,120,15,8,NA,1,8,70,31,63,179,13,58,108,8,111,57,131,121,35,57,15,50,113,111,145,46,71,229,NA,NA,NA,"Pass"
"253",1746134,55,149,114,41,NA,20,39,87,309,NA,20,NA,69,93,39,59,18,NA,98,29,70,3,26,23,NA,NA,1,96,18,48,NA,1,40,87,70,37,NA,NA,NA,"Pass"
"254",1758449,484,13,434,283,145,158,108,128,129,163,159,187,52,34,255,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"255",1763015,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Withdrawn"
"256",1765788,550,354,434,377,486,75,204,152,84,137,275,104,141,243,92,47,113,69,219,148,132,148,171,55,79,180,82,110,92,141,200,97,374,62,202,142,77,206,203,"Pass"
"257",1801229,24,85,116,182,46,31,7,58,62,44,NA,NA,NA,NA,1,NA,37,119,NA,NA,NA,3,NA,29,134,62,17,32,NA,84,50,75,10,7,25,103,NA,NA,NA,"Pass"
"258",1801641,65,17,78,3,26,18,31,23,10,NA,NA,21,7,21,9,NA,NA,3,1,NA,22,33,20,20,NA,NA,1,20,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,"Pass"
"259",1847830,139,160,279,295,203,100,114,57,352,13,80,57,138,147,52,120,185,205,176,180,66,159,189,193,235,174,107,150,120,172,201,248,249,178,286,513,194,24,8,"Pass"
"260",1860318,258,152,3,72,195,132,58,158,104,103,170,214,79,118,248,95,NA,338,326,212,179,216,232,175,156,155,224,273,91,144,140,199,187,115,112,272,54,9,7,"Pass"
"261",1889511,67,53,111,181,21,40,93,125,100,12,NA,NA,NA,22,18,34,45,32,36,4,NA,NA,17,31,165,1,5,44,39,45,29,139,36,115,58,36,NA,NA,NA,"Pass"
"262",1889577,7,147,75,84,12,2,23,2,76,16,9,NA,20,NA,NA,22,17,18,NA,13,21,36,32,25,4,1,54,34,38,17,NA,80,12,17,11,5,NA,NA,1,"Pass"
"263",1894188,292,196,112,98,65,82,55,2,42,52,100,46,10,55,26,60,43,95,55,102,34,144,12,1411,652,4,352,NA,NA,NA,5,37,12,21,NA,13,4,NA,5,"Pass"
"264",1938355,248,143,163,78,87,70,15,36,25,40,17,44,12,9,34,94,47,32,63,39,34,57,43,11,19,46,52,67,55,19,14,25,28,36,4,56,102,16,12,"Pass"
"265",1942396,101,7,59,65,34,NA,6,36,15,2,8,NA,NA,NA,NA,NA,4,3,8,NA,NA,NA,4,1,10,5,NA,17,1,3,10,33,NA,NA,31,3,4,NA,NA,"Pass"
"266",1970390,657,305,621,740,608,283,549,369,357,311,353,398,128,65,297,364,344,259,402,396,320,192,248,243,231,285,185,189,69,NA,109,385,320,206,255,96,NA,NA,NA,"Withdrawn"
"267",1976139,211,NA,6,24,NA,5,58,9,45,6,1,42,20,11,8,41,5,19,62,62,NA,NA,NA,NA,2,35,140,17,121,NA,NA,82,NA,98,71,13,NA,NA,2,"Pass"
"268",2011876,39,109,54,80,47,NA,15,21,42,NA,4,6,2,NA,6,47,NA,121,16,11,NA,64,26,37,117,5,73,36,25,39,76,49,16,104,71,42,NA,NA,1,"Pass"
"269",2012966,36,122,33,108,33,16,9,NA,NA,NA,NA,NA,6,3,10,2,NA,9,72,1,6,22,NA,1,4,1,NA,NA,NA,3,NA,1,NA,13,1,4,NA,NA,3,"Pass"
"270",2051699,47,96,113,224,89,135,125,21,176,37,2,22,11,NA,7,9,29,72,10,NA,NA,5,NA,NA,1,290,37,1,NA,NA,50,15,11,1,3,92,NA,NA,3,"Pass"
