"","id_student","code_presentation","dataplus","forumng","glossary","homepage","oucollaborate","oucontent","resource","subpage","url","binary_label","code_module","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability"
"146",185439,"2013J",0,2.4375,1,5,2,6.944444444,1.6,2.277777778,1," Monitor","AAA","M","London Region","HE Qualification","10-20","0-35",0,120,"N"
"147",1860318,"2013J",5.5,4.245859873,0,6.153508772,1,4.59832636,1.307692308,1.875,2,"Don't Monitor","AAA","M","South West Region","Lower Than A Level","40-50%","35-55",0,300,"Y"
"148",186149,"2013J",1.333333333,2.774193548,1,4.275229358,5.5,7.119047619,1.027777778,1.848484848,1.472727273,"Don't Monitor","AAA","M","Scotland","HE Qualification","30-40%","35-55",0,60,"N"
"149",187100,"2013J",2.5,3.892984542,0,9.277056277,0,4.245798319,1.136363636,3.418269231,2.697183099,"Don't Monitor","AAA","M","South East Region","A Level or Equivalent","50-60%","35-55",0,60,"N"
"150",188278,"2013J",0,2.275862069,0,7.659574468,1.5,5.028037383,1,2.385964912,2.066666667," Monitor","AAA","M","Yorkshire Region","A Level or Equivalent","70-80%","35-55",0,120,"N"
"151",188278,"2014J",3.5,2.030100334,0,4.860759494,2,3.244215938,1,1.635761589,1.827586207,"Don't Monitor","AAA","M","Yorkshire Region","A Level or Equivalent","70-80%","35-55",1,60,"N"
"152",1889511,"2013J",5,2.853448276,0,3.908163265,0,3.283333333,1.5625,1.880952381,1.5,"Don't Monitor","AAA","M","Yorkshire Region","A Level or Equivalent","50-60%","35-55",0,60,"N"
"153",1889577,"2013J",0,2.225806452,0,3.587301587,1,4.066115702,1,1.711538462,1.5,"Don't Monitor","AAA","F","South Region","A Level or Equivalent","70-80%","35-55",0,60,"Y"
"154",1894188,"2013J",3.666666667,2.2,2,3.736842105,0,15.97309417,1.363636364,2.039215686,1.125,"Don't Monitor","AAA","F","East Midlands Region","A Level or Equivalent","80-90%","0-35",0,60,"N"
"155",189879,"2013J",5,3.306451613,0,4.595238095,1,3.903703704,1.142857143,2.084745763,2.533333333,"Don't Monitor","AAA","M","Scotland","A Level or Equivalent","90-100%","0-35",0,120,"N"
"156",192183,"2013J",4.5,2.47107438,0,3.965909091,0,6.046357616,1,1.910714286,1.925925926,"Don't Monitor","AAA","F","South West Region","Lower Than A Level","90-100%","0-35",0,60,"N"
"157",1926668,"2014J",3.571428571,2.9,0,3.358974359,0,5.265232975,1.277777778,1.788235294,1.952380952,"Don't Monitor","AAA","M","London Region","Lower Than A Level","30-40%","35-55",0,60,"N"
"158",1938355,"2013J",2.666666667,2.765306122,0,3.272108844,0,4.368421053,1.25,2.071428571,1.619047619,"Don't Monitor","AAA","M","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N"
"159",1942396,"2013J",0,2.483870968,0,3.021276596,0,3.918367347,1.2,1.72,1.428571429,"Don't Monitor","AAA","F","East Anglian Region","Lower Than A Level","40-50%","35-55",0,120,"Y"
"160",1947156,"2014J",4,2.104026846,0,4.304761905,1.666666667,5,1.111111111,1.741935484,1.837209302,"Don't Monitor","AAA","F","South East Region","A Level or Equivalent","40-50%","35-55",0,60,"N"
"161",195262,"2013J",5,4.376623377,0,5.24137931,1,7.44,1.166666667,2.236842105,2.714285714," Monitor","AAA","M","London Region","A Level or Equivalent","90-100%","0-35",0,60,"N"
"162",1967783,"2014J",10,3.043269231,0,3.847058824,0,4.357142857,1.166666667,2.028571429,1.1,"Don't Monitor","AAA","F","South Region","A Level or Equivalent","70-80%","35-55",0,60,"Y"
"163",1970390,"2013J",2.166666667,5.054582904,2.5,16.68807339,1,3.807860262,1.26,2.390862944,2.846153846," Monitor","AAA","M","West Midlands Region","Lower Than A Level","0-10%","35-55",0,60,"N"
"164",1970390,"2014J",1.5,4.141057935,0,5.871621622,0,2.876080692,1.2,1.675675676,1.272727273,"Don't Monitor","AAA","M","West Midlands Region","Lower Than A Level","0-10%","35-55",1,120,"N"
"165",1975209,"2014J",0,2.203703704,5.333333333,4.184713376,0,6.891891892,2.263157895,1.93,1.790697674,"Don't Monitor","AAA","M","South East Region","Lower Than A Level","40-50%","35-55",0,60,"N"
"166",1976139,"2013J",3,2.166666667,0,4.083333333,0,3.706666667,1.142857143,2.378378378,1.222222222,"Don't Monitor","AAA","M","Ireland","Lower Than A Level","50-60%","35-55",0,120,"N"
"167",199636,"2014J",2,2.510204082,0,3.888888889,0,4.809128631,1.407407407,1.563380282,1.606060606,"Don't Monitor","AAA","M","East Anglian Region","A Level or Equivalent","30-40%","35-55",0,60,"N"
"168",199897,"2014J",1,1.844444444,0,3.507936508,2,4.006349206,1.269230769,1.403669725,1.948717949,"Don't Monitor","AAA","M","East Midlands Region","HE Qualification","10-20","35-55",0,60,"N"
"169",200804,"2014J",0,3.395833333,0,1.943396226,1,3.598802395,1.076923077,1.379310345,1.166666667,"Don't Monitor","AAA","M","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N"
"170",200860,"2013J",0,1.436363636,0,2.456790123,0,2.6,1,1.888888889,1,"Don't Monitor","AAA","M","London Region","Lower Than A Level","50-60%","35-55",0,60,"N"
"171",2010232,"2014J",3,3.347248577,6,7.128378378,2,4.133587786,1.225,1.7625,1.666666667,"Don't Monitor","AAA","F","Scotland","A Level or Equivalent","80-90%","0-35",0,60,"N"
"172",2011876,"2013J",16,2.935483871,1,3.851851852,1,4.132183908,1.090909091,2.449275362,1.6,"Don't Monitor","AAA","F","East Anglian Region","A Level or Equivalent","90-100%","0-35",0,60,"Y"
"173",2012966,"2013J",0,3.259259259,0,3.5,0,5.372093023,1.153846154,2.043478261,1.25,"Don't Monitor","AAA","M","North Western Region","Lower Than A Level","30-40%","35-55",0,60,"N"
"174",202635,"2013J",0,3.67114094,0,6.434782609,2.666666667,7.753846154,1,2.315789474,1.571428571," Monitor","AAA","F","Wales","A Level or Equivalent","30-40%","0-35",0,60,"N"
"175",2045084,"2014J",0,2.214285714,0,5.461538462,0,5.4,1.59375,1.823529412,1.4," Monitor","AAA","M","North Western Region","HE Qualification","40-50%","35-55",0,120,"N"
"176",2051699,"2013J",2,4.833333333,0,4.52173913,1,4.977142857,1.25,2.4375,1.666666667,"Don't Monitor","AAA","F","South West Region","Lower Than A Level","70-80%","35-55",0,60,"N"
"177",205350,"2013J",4,3.583333333,0,3.063636364,1.333333333,3.17032967,2.185185185,1.5,1.269230769,"Don't Monitor","AAA","M","South West Region","HE Qualification","80-90%","35-55",0,60,"N"
"178",205494,"2014J",0,5.333333333,0,2.689655172,0,6.871794872,1,1.962962963,2.066666667,"Don't Monitor","AAA","M","South West Region","HE Qualification","30-40%","35-55",0,60,"N"
"179",205719,"2013J",0,1.625,0,2.53125,0,4.948717949,1,1.304347826,1.1," Monitor","AAA","M","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,90,"Y"
"180",2057803,"2014J",0,3.847933884,0,4.462585034,0,5.212121212,1.555555556,2.08,2.4,"Don't Monitor","AAA","M","London Region","Lower Than A Level","50-60%","35-55",0,60,"N"
"181",2062879,"2013J",5.666666667,3.223300971,0,3.055172414,0,4.282157676,1.4,1.7375,1.452830189," Monitor","AAA","F","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,60,"N"
"182",2065691,"2013J",0,3,1,13.14705882,0,5.552238806,1,2.886792453,3.5," Monitor","AAA","M","London Region","A Level or Equivalent","30-40%","35-55",0,330,"Y"
"183",2073016,"2013J",0,2.033898305,0,2.919354839,3,4.6125,1.142857143,1.375,1.487804878," Monitor","AAA","F","London Region","Lower Than A Level","30-40%","35-55",0,60,"N"
"184",2073016,"2014J",0,2,0,2.25,0,3.727272727,1,1.333333333,1," Monitor","AAA","F","London Region","Lower Than A Level","30-40%","35-55",1,60,"N"
"185",2080474,"2013J",2.75,3.109090909,0,2.756410256,0,5.177777778,1,1.510204082,1.380952381,"Don't Monitor","AAA","F","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N"
"186",2083877,"2013J",0,2.642857143,0,3.230769231,0,3.225806452,1.125,1.666666667,1.625,"Don't Monitor","AAA","F","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,120,"N"
"187",2084066,"2013J",0,4.838383838,0,3.476744186,2,5.154228856,2.444444444,2.14893617,1.272727273," Monitor","AAA","F","South West Region","Lower Than A Level","50-60%","35-55",0,60,"N"
"188",2085209,"2014J",3.75,2.582987552,0,6.529880478,1,7.18537859,1.272727273,1.863945578,2.329411765,"Don't Monitor","AAA","F","North Region","HE Qualification","40-50%","35-55",0,60,"N"
"189",2086400,"2014J",4,1.775330396,0,3.94017094,0,3.503856041,1.217391304,1.621212121,1.553398058,"Don't Monitor","AAA","M","Scotland","A Level or Equivalent","70-80%","35-55",0,60,"N"
"190",2104505,"2013J",0,4.9375,0,2.641509434,0,5.038461538,1.5,1.964285714,1.5625,"Don't Monitor","AAA","M","West Midlands Region","Lower Than A Level","0-10%","35-55",0,60,"N"
"191",2122180,"2013J",5,4.17791411,5,5.651315789,3,6.356125356,1.458333333,1.724137931,1.580645161,"Don't Monitor","AAA","F","North Western Region","Lower Than A Level","80-90%","35-55",0,60,"N"
"192",2139353,"2013J",7,2.407407407,0,1.973684211,0,4.507042254,1.214285714,2.024390244,2.126984127," Monitor","AAA","M","London Region","A Level or Equivalent","50-60%","35-55",0,120,"N"
"193",2139353,"2014J",5,2.117647059,0,1.560606061,0,4.837349398,1,1.648148148,1.975,"Don't Monitor","AAA","M","London Region","A Level or Equivalent","50-60%","35-55",1,60,"N"
"194",2143752,"2013J",0,2.315789474,0,4.765432099,1,7.822695035,1.857142857,3.4,3.444444444,"Don't Monitor","AAA","F","South Region","Lower Than A Level","70-80%","35-55",0,60,"N"
"195",2146792,"2013J",7.75,2.403225806,0,2.45212766,0,4.469135802,1.2,2.125,1.111111111,"Don't Monitor","AAA","M","North Western Region","HE Qualification","20-30%","55<=",0,60,"N"
"196",2148681,"2014J",4.5,7.836956522,0,3.666666667,1,5.300518135,1.333333333,1.696428571,1.866666667,"Don't Monitor","AAA","F","East Midlands Region","Lower Than A Level","40-50%","35-55",0,90,"N"
"197",2149225,"2013J",0,5.125,1,5.25,0,4.416666667,1.111111111,2.272727273,1," Monitor","AAA","M","Scotland","A Level or Equivalent","70-80%","35-55",0,60,"Y"
"198",2153153,"2013J",3,2.521410579,0,5.081818182,2,7.17167382,1,2,2.083333333,"Don't Monitor","AAA","F","Yorkshire Region","A Level or Equivalent","40-50%","0-35",0,60,"N"
"199",2155014,"2013J",0,7.274509804,1,3.035714286,4,6.328125,1,1.487179487,1.416666667,"Don't Monitor","AAA","F","West Midlands Region","Lower Than A Level","80-90%","0-35",0,60,"Y"
"200",2158048,"2014J",6,3.717948718,0,6.636363636,0,7.677419355,1.333333333,2.095238095,1.8," Monitor","AAA","F","Ireland","A Level or Equivalent","40-50%","35-55",0,60,"N"
"201",2158196,"2014J",1,3.759259259,2,5.095238095,0,3.021276596,1.0625,2.1,2.454545455," Monitor","AAA","F","South West Region","Lower Than A Level","30-40%","35-55",0,120,"N"
"202",2164705,"2013J",0,2.789473684,0,2.363636364,0,4.103448276,1,2.25,1.333333333," Monitor","AAA","F","North Western Region","A Level or Equivalent","40-50%","0-35",0,120,"N"
"203",2165164,"2014J",2.5,1.703349282,0,3.077586207,1.75,4.580838323,1.111111111,1.708333333,1.344827586,"Don't Monitor","AAA","F","South West Region","Lower Than A Level","10-20","0-35",0,60,"N"
"204",2168833,"2014J",0,0,0,1.333333333,0,2,0,1,0," Monitor","AAA","M","South West Region","Lower Than A Level","50-60%","35-55",0,60,"N"
"205",2171627,"2013J",3.25,2.658064516,0,2.98630137,1,5.727272727,1.066666667,1.428571429,1.25,"Don't Monitor","AAA","F","Yorkshire Region","A Level or Equivalent","30-40%","35-55",0,60,"N"
"206",2182846,"2013J",5.5,2.609004739,0,3.573170732,0,4.85770751,1.277777778,1.728571429,1.3125,"Don't Monitor","AAA","F","London Region","A Level or Equivalent","70-80%","35-55",0,60,"N"
"207",2194100,"2013J",0,3.726315789,0,3.242105263,0,4.391304348,1,1.988764045,1.62962963,"Don't Monitor","AAA","F","East Anglian Region","A Level or Equivalent","50-60%","35-55",0,60,"N"
"208",2197016,"2013J",3,3.258426966,0,3.666666667,0,5.290780142,1,1.476190476,1.243902439,"Don't Monitor","AAA","F","North Western Region","HE Qualification","30-40%","35-55",0,60,"N"
"209",2207874,"2014J",0,5.736842105,0,3,0,2.615384615,1.25,1.722222222,1.333333333," Monitor","AAA","F","West Midlands Region","Lower Than A Level","50-60%","0-35",0,120,"N"
"210",2208424,"2013J",1,2.418803419,1,3.848484848,1,4.471910112,1.375,1.535714286,1.259259259,"Don't Monitor","AAA","M","Scotland","A Level or Equivalent","20-30%","0-35",0,60,"N"
"211",2229865,"2013J",6.833333333,3.746323529,0,3.898809524,1,4.919786096,1.219512195,2.323943662,2.340425532,"Don't Monitor","AAA","F","West Midlands Region","A Level or Equivalent","10-20","35-55",0,60,"N"
"212",2240349,"2014J",2,1.996688742,1,4.895522388,1,5.839662447,1.375,2.520325203,2.018867925,"Don't Monitor","AAA","M","South West Region","Lower Than A Level","20-30%","35-55",0,60,"N"
"213",2244332,"2014J",3,4.88527017,0,15.91304348,2,4.150641026,1.0625,1.353982301,1.323076923,"Don't Monitor","AAA","M","North Western Region","A Level or Equivalent","20-30%","35-55",0,60,"N"
"214",2255601,"2013J",5,2.434599156,1,4.802469136,1,6.771028037,1.142857143,1.615384615,1.25," Monitor","AAA","F","South Region","A Level or Equivalent","80-90%","35-55",0,120,"N"
"215",2268379,"2013J",10,2.447826087,0,2.838983051,1,3.899328859,1.041666667,1.602739726,1.592592593,"Don't Monitor","AAA","F","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"N"
"216",2273119,"2014J",0,4.5,0,1.833333333,0,2.473684211,1,3.75,1.5," Monitor","AAA","F","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N"
"217",227499,"2013J",3.333333333,4.344481605,0,4.12345679,0,4.154696133,1.4,1.355263158,1.408450704,"Don't Monitor","AAA","F","London Region","A Level or Equivalent","10-20","35-55",0,60,"N"
"218",227517,"2013J",0,2.514018692,0,2.971014493,1,4.5078125,1.4,2,1.428571429," Monitor","AAA","M","Ireland","HE Qualification","","0-35",0,180,"N"
"219",2277857,"2014J",3,3.589552239,4,2.98630137,2,4.798780488,1.153846154,1.417910448,1.204081633,"Don't Monitor","AAA","F","West Midlands Region","A Level or Equivalent","70-80%","35-55",0,60,"N"
"220",2278464,"2013J",0,2.333333333,0,2.59375,0,3.551020408,1.5,1.6,1,"Don't Monitor","AAA","M","South Region","Lower Than A Level","30-40%","35-55",0,60,"N"
"221",228021,"2014J",2.666666667,2.205128205,0,5.57591623,1,3.883227176,1.258064516,1.540540541,1.407407407,"Don't Monitor","AAA","M","Scotland","A Level or Equivalent","40-50%","35-55",0,60,"N"
"222",228082,"2013J",1,2.25,0,1.540540541,0,1.682926829,1.083333333,1.84375,1,"Don't Monitor","AAA","M","London Region","HE Qualification","60-70%","0-35",0,60,"N"
"223",228222,"2013J",0,2.205128205,0,3.5,0,3.454545455,1.333333333,1.615384615,1.846153846,"Don't Monitor","AAA","M","East Midlands Region","Lower Than A Level","50-60%","0-35",0,60,"N"
"224",228383,"2014J",4,1.571428571,0,4.604395604,1,6.541832669,1.25,1.777777778,2.171428571,"Don't Monitor","AAA","M","Yorkshire Region","HE Qualification","50-60%","0-35",0,60,"N"
"225",229179,"2013J",0,3.75,0,2.9,0,6.847826087,1,1.827586207,1.727272727,"Don't Monitor","AAA","M","West Midlands Region","A Level or Equivalent","20-30%","0-35",0,60,"N"
"226",229361,"2013J",5,1.666666667,0,3.152542373,0,4.859375,1,2.24,2.28,"Don't Monitor","AAA","M","East Midlands Region","A Level or Equivalent","50-60%","0-35",0,60,"N"
"227",2293923,"2013J",1,1.5,0,2.5,0,4.227272727,1,1.555555556,1,"Don't Monitor","AAA","M","South Region","A Level or Equivalent","90-100%","0-35",0,150,"N"
"228",2297896,"2014J",0,1.631578947,0,2.875,0,3.770114943,1.3,1.564102564,1.384615385,"Don't Monitor","AAA","F","West Midlands Region","A Level or Equivalent","70-80%","35-55",0,60,"N"
"229",2312620,"2013J",1,3.578947368,1,3.930232558,1,4.905511811,1.2,1.842105263,1.380952381," Monitor","AAA","F","East Midlands Region","HE Qualification","20-30%","35-55",0,60,"N"
"230",2313257,"2014J",0,4,0,2.5,0,3.25,0,1,0," Monitor","AAA","M","London Region","A Level or Equivalent","30-40%","35-55",0,360,"N"
"231",231554,"2013J",1,3.303030303,0,3.846153846,0,5.698324022,1,2.028571429,1.333333333,"Don't Monitor","AAA","M","London Region","A Level or Equivalent","40-50%","0-35",0,240,"N"
"232",2318055,"2014J",0,3.058441558,0,2.585365854,1,4.927083333,1.3,1.357142857,1.166666667,"Don't Monitor","AAA","M","Wales","A Level or Equivalent","90-100%","35-55",1,60,"N"
"233",232307,"2014J",2.333333333,3.21875,1,3.486486486,0,5.366197183,1.117647059,2.192307692,2.5,"Don't Monitor","AAA","M","South Region","Lower Than A Level","50-60%","35-55",0,60,"N"
"234",2329342,"2013J",0,1.869565217,0,3.8,1,4.016666667,1.125,2.243902439,1.769230769,"Don't Monitor","AAA","F","East Anglian Region","Lower Than A Level","40-50%","35-55",0,120,"N"
"235",2330254,"2014J",0,2.393305439,0,4.993589744,0,4.405263158,1.142857143,1.577777778,1.647058824,"Don't Monitor","AAA","M","London Region","Lower Than A Level","40-50%","35-55",0,60,"N"
"236",2339528,"2013J",0,3.558823529,0,3.44,0,5.211538462,1.1,3.12,2.888888889,"Don't Monitor","AAA","F","London Region","Lower Than A Level","40-50%","0-35",0,60,"N"
"237",2342426,"2013J",5.5,1.637037037,0,4.961165049,0,5.208860759,1.142857143,2,2.325," Monitor","AAA","M","Yorkshire Region","Lower Than A Level","20-30%","35-55",0,60,"N"
"238",2344901,"2013J",0,1,0,2.866666667,0,3.954545455,1.333333333,2.333333333,1.454545455," Monitor","AAA","F","Yorkshire Region","A Level or Equivalent","60-70%","0-35",0,60,"N"
"239",235068,"2014J",9,3.768115942,0,5.184931507,1,4.016759777,1.125,1.902912621,2.473684211,"Don't Monitor","AAA","F","East Midlands Region","Lower Than A Level","30-40%","35-55",0,60,"N"
"240",235507,"2013J",0,1.2,0,1.7,0,4.3,1,1.4,1.5," Monitor","AAA","M","Yorkshire Region","A Level or Equivalent","90-100%","0-35",0,240,"N"
"241",235507,"2014J",3.666666667,1.925531915,1,2.35,1,2.5,1,1.418181818,1.666666667,"Don't Monitor","AAA","M","Yorkshire Region","A Level or Equivalent","90-100%","0-35",1,180,"N"
"242",2355470,"2014J",0,1.5,0,1.823529412,0,2.772727273,1,1.3125,1,"Don't Monitor","AAA","M","East Midlands Region","A Level or Equivalent","80-90%","35-55",0,120,"N"
"243",2358056,"2013J",2.666666667,4,1,2.674796748,0,3.807511737,1.316666667,2.107526882,1.5," Monitor","AAA","F","North Region","HE Qualification","","0-35",0,60,"N"
"244",2358969,"2013J",1,2.8,0,4.318181818,1,4.714285714,1.111111111,2.055555556,1," Monitor","AAA","F","East Anglian Region","A Level or Equivalent","70-80%","0-35",0,180,"N"
"245",2358969,"2014J",3,2.782608696,1.5,4.467889908,0,3.860824742,1,1.625,1.25,"Don't Monitor","AAA","F","East Anglian Region","A Level or Equivalent","70-80%","0-35",1,60,"N"
"246",236284,"2013J",0,8.285714286,0,2.292682927,0,4.568807339,1.125,1.638888889,1.555555556,"Don't Monitor","AAA","M","Scotland","Post Graduate Qualification","90-100%","0-35",0,60,"N"
"247",2363863,"2014J",5,2.571428571,0,6.267676768,1,4.155902004,1.142857143,1.741496599,1.9375,"Don't Monitor","AAA","F","North Western Region","A Level or Equivalent","0-10%","0-35",0,60,"N"
"248",2364471,"2013J",2.666666667,3.004108463,1,5.514056225,2,3.942307692,1.142857143,1.572093023,1.367088608,"Don't Monitor","AAA","F","Scotland","HE Qualification","90-100%","0-35",0,60,"Y"
"249",2367155,"2013J",3,1.588235294,0,4.612903226,0,6.389671362,1.166666667,1.822222222,1.962962963,"Don't Monitor","AAA","F","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,120,"N"
"250",236875,"2014J",0,1,0,1.615384615,0,2.125,1,1.185185185,0,"Don't Monitor","AAA","M","West Midlands Region","A Level or Equivalent","40-50%","0-35",0,60,"N"
"251",2369266,"2013J",0,4.831460674,0,3.542857143,0,5.992424242,1,2.827586207,2.108108108,"Don't Monitor","AAA","F","London Region","Lower Than A Level","70-80%","35-55",0,60,"N"
"252",2369415,"2014J",0,2.666666667,0,2.746031746,0,3.634920635,1.555555556,1.675,1,"Don't Monitor","AAA","M","London Region","A Level or Equivalent","40-50%","35-55",0,60,"N"
"253",237274,"2014J",4.333333333,1.84501845,0,2.445121951,1,3.600746269,1.133333333,1.53030303,1.4,"Don't Monitor","AAA","M","Yorkshire Region","A Level or Equivalent","10-20","0-35",0,60,"N"
"254",2375975,"2014J",2.714285714,3.196666667,2,4.710843373,0,6.4,1.38,2.739130435,1,"Don't Monitor","AAA","F","East Anglian Region","A Level or Equivalent","60-70%","35-55",0,60,"Y"
"255",2376496,"2013J",5,2.028169014,1,2.861111111,1,3.548780488,1.083333333,1.535714286,1.555555556,"Don't Monitor","AAA","F","East Midlands Region","A Level or Equivalent","20-30%","0-35",0,120,"N"
"256",238007,"2013J",4,2.503649635,3,2.413580247,0,3.350694444,1.117647059,1.615384615,1.379310345,"Don't Monitor","AAA","M","South Region","HE Qualification","90-100%","55<=",0,60,"N"
"257",2391984,"2013J",0,8.666666667,0,2.952380952,0,4.913043478,1,1.655172414,1.545454545," Monitor","AAA","M","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N"
"258",2397661,"2014J",5,3.371212121,0,5.976744186,0,5.905109489,1.777777778,2.214285714,3.5,"Don't Monitor","AAA","F","East Midlands Region","Lower Than A Level","20-30%","35-55",0,60,"N"
"259",2398313,"2014J",4,2.200527704,1,4.900621118,0,5.87109375,1.125,1.733333333,1.3,"Don't Monitor","AAA","M","East Anglian Region","Lower Than A Level","70-80%","35-55",0,60,"N"
"260",2404408,"2014J",0,2.415492958,0,2.452830189,0,5.075471698,1,2.095238095,1.285714286," Monitor","AAA","F","South West Region","Lower Than A Level","40-50%","35-55",0,60,"N"
"261",240712,"2013J",0,1.8,0,2.461538462,0,4.096153846,1,1.375,2,"Don't Monitor","AAA","M","London Region","HE Qualification","80-90%","0-35",0,80,"N"
"262",240884,"2013J",0,2,0,2.071428571,0,3.078125,1,1.804347826,1.071428571,"Don't Monitor","AAA","M","South Region","A Level or Equivalent","90-100%","0-35",0,120,"N"
"263",2411661,"2013J",4,6.954545455,0,4.173913043,3,6.526315789,1,2.043478261,1.545454545," Monitor","AAA","F","South Region","A Level or Equivalent","80-90%","0-35",0,120,"N"
"264",2411778,"2013J",0,3.375,0,3.476190476,0,9.438016529,1.2,1.818181818,1," Monitor","AAA","M","Scotland","HE Qualification","20-30%","0-35",0,120,"N"
"265",2412002,"2013J",3.066666667,4.217054264,6.5,3.961956522,1.5,3.633540373,1.2,1.644859813,1.655172414,"Don't Monitor","AAA","M","South West Region","Lower Than A Level","50-60%","35-55",0,90,"N"
"266",2412967,"2013J",7,2.5,0,2.76969697,0,5.672489083,1,2.2109375,2.285714286,"Don't Monitor","AAA","F","South Region","A Level or Equivalent","80-90%","35-55",0,60,"N"
"267",241649,"2013J",3.25,2.152173913,0,2.691729323,0,4.626984127,1.142857143,1.847457627,1.538461538,"Don't Monitor","AAA","M","East Anglian Region","HE Qualification","90-100%","35-55",0,60,"N"
"268",241729,"2013J",5,2.052631579,0,4.208695652,0,3.28125,1.05,1.58974359,1.833333333," Monitor","AAA","F","East Midlands Region","HE Qualification","60-70%","35-55",0,60,"N"
"269",2425993,"2014J",0,1.833333333,0,2.638888889,0,6.522222222,1.071428571,1.285714286,1,"Don't Monitor","AAA","M","Scotland","HE Qualification","40-50%","0-35",0,60,"N"
"270",242793,"2013J",0,2.588235294,0,2.479166667,0,3.079365079,1.19047619,1.763157895,1.153846154,"Don't Monitor","AAA","M","London Region","HE Qualification","20-30%","35-55",0,60,"N"
"271",2429854,"2013J",0,3.666666667,0,3.470588235,0,5.918032787,1.25,2.655172414,1.7," Monitor","AAA","M","London Region","A Level or Equivalent","10-20","35-55",0,120,"Y"
"272",2429854,"2014J",0,3,0,3.1,0,3.5,0,2.636363636,0," Monitor","AAA","M","London Region","A Level or Equivalent","10-20","35-55",1,60,"Y"
"273",2432796,"2014J",2,3.314285714,0,3.58,0,4.96460177,1.1,1.658536585,2.363636364,"Don't Monitor","AAA","F","East Anglian Region","HE Qualification","70-80%","35-55",0,60,"N"
"274",2434159,"2014J",0,2.666666667,0,1.757575758,0,2.184210526,1.25,1.5,1,"Don't Monitor","AAA","M","North Western Region","A Level or Equivalent","10-20","0-35",0,60,"N"
"275",243510,"2014J",0,2.283333333,0,3.684210526,0,3.533333333,1,1.518518519,1.625," Monitor","AAA","F","South West Region","Lower Than A Level","60-70%","0-35",0,60,"N"
"276",2436812,"2014J",0,4.380952381,0,3.611111111,0,3.486111111,1.647058824,1.666666667,1.6," Monitor","AAA","F","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N"
"277",2437837,"2013J",7,3.523529412,0,4.616161616,0,5.289156627,1,1.979591837,1.76744186,"Don't Monitor","AAA","F","North Region","A Level or Equivalent","30-40%","0-35",0,60,"N"
"278",244246,"2014J",0,2.714285714,0,3.070707071,1.5,4.1,1.4,1.862745098,1.806451613,"Don't Monitor","AAA","F","South East Region","A Level or Equivalent","60-70%","0-35",0,60,"N"
"279",2449878,"2013J",0,2.787234043,1,3.210526316,0,2.597826087,1.541666667,1.612903226,1.25,"Don't Monitor","AAA","F","East Midlands Region","A Level or Equivalent","30-40%","0-35",0,60,"N"
"280",2456480,"2013J",0,1.25,0,2.523809524,0,3.636363636,1,1.85,1.666666667," Monitor","AAA","M","Scotland","Lower Than A Level","80-90%","35-55",0,120,"N"
"281",2457256,"2013J",0,2.20754717,0,3.02247191,0,6.119318182,1.133333333,1.4,1.481481481,"Don't Monitor","AAA","M","South Region","Lower Than A Level","80-90%","35-55",0,180,"N"
"282",2458355,"2013J",5,2.875,0,5.364035088,0,4.0625,1,2.527522936,2.416666667,"Don't Monitor","AAA","M","London Region","Lower Than A Level","80-90%","35-55",0,60,"N"
"283",2460080,"2013J",4.833333333,2.763313609,0,3.04519774,1,8.077192982,1,1.675,1.25,"Don't Monitor","AAA","M","Scotland","HE Qualification","90-100%","55<=",0,60,"N"
"284",2461190,"2013J",0,4.578947368,0,2.923076923,1,6.417721519,1.571428571,2.078947368,1.869565217," Monitor","AAA","M","South Region","HE Qualification","70-80%","55<=",0,60,"N"
"285",2467267,"2014J",0,1.5,0,1.45,0,2.066666667,1.166666667,1.117647059,1,"Don't Monitor","AAA","M","West Midlands Region","HE Qualification","0-10%","0-35",0,60,"N"
"286",246834,"2013J",1.666666667,2.963636364,1,3.104477612,0,4.917355372,1.363636364,2.242424242,1.444444444,"Don't Monitor","AAA","M","South West Region","A Level or Equivalent","90-100%","35-55",0,60,"N"
"287",2469673,"2013J",0,2.775510204,0,3.6875,1,3.931818182,1.333333333,2.689655172,2.25," Monitor","AAA","F","Yorkshire Region","Lower Than A Level","20-30%","35-55",0,60,"N"
"288",2470694,"2013J",1,2.95508982,1,4.936363636,0,3.852713178,1.142857143,1.666666667,1," Monitor","AAA","F","Scotland","HE Qualification","50-60%","55<=",0,60,"N"
"289",2470694,"2014J",0,2.302884615,1,3.770491803,0,2.893617021,1.677419355,1.9,1," Monitor","AAA","F","Scotland","HE Qualification","50-60%","55<=",1,60,"N"
